0.8286,4.5795,V_plus_low_rate,73
0.8207,4.5616,V_plus_low_rate,72
0.8048,4.5296,V_plus_low_rate,71
0.7926,4.4975,V_plus_low_rate,70
0.7785,4.4654,V_plus_low_rate,69
0.7638,4.4333,V_plus_low_rate,68
0.7486,4.4012,V_plus_low_rate,67
0.7363,4.3763,V_plus_low_rate,66
0.7192,4.3371,V_plus_low_rate,65
0.7046,4.3121,V_plus_low_rate,64
0.6850,4.2729,V_plus_low_rate,63
0.6722,4.2551,V_plus_low_rate,62
0.6557,4.2230,V_plus_low_rate,61
0.6410,4.1980,V_plus_low_rate,60
0.6245,4.1730,V_plus_low_rate,59
0.6080,4.1445,V_plus_low_rate,58
0.5860,4.1017,V_plus_low_rate,57
0.5646,4.0625,V_plus_low_rate,56
0.5469,4.0340,V_plus_low_rate,55
0.5285,4.0019,V_plus_low_rate,54
0.5102,3.9733,V_plus_low_rate,53
0.4913,3.9484,V_plus_low_rate,52
0.4741,3.9234,V_plus_low_rate,51
0.4583,3.8984,V_plus_low_rate,50
0.4399,3.8806,V_plus_low_rate,49
0.4253,3.8556,V_plus_low_rate,48
0.4088,3.8378,V_plus_low_rate,47
0.3916,3.8270,V_plus_low_rate,46
0.3751,3.8127,V_plus_low_rate,45
0.3599,3.8020,V_plus_low_rate,44
0.3452,3.7877,V_plus_low_rate,43
0.3317,3.7877,V_plus_low_rate,42
0.3189,3.7841,V_plus_low_rate,41
0.3099,3.7769,V_plus_low_rate,40
0.2958,3.7733,V_plus_low_rate,39
0.2818,3.7661,V_plus_low_rate,38
0.2689,3.7590,V_plus_low_rate,37
0.2542,3.7518,V_plus_low_rate,36
0.2420,3.7482,V_plus_low_rate,35
0.2286,3.7446,V_plus_low_rate,34
0.2145,3.7410,V_plus_low_rate,33
0.2029,3.7374,V_plus_low_rate,32
0.1901,3.7338,V_plus_low_rate,31
0.1785,3.7266,V_plus_low_rate,30
0.1669,3.7195,V_plus_low_rate,29
0.1540,3.7123,V_plus_low_rate,28
0.1424,3.7123,V_plus_low_rate,27
0.1296,3.7086,V_plus_low_rate,26
0.1173,3.7050,V_plus_low_rate,25
0.1063,3.7014,V_plus_low_rate,24
0.0941,3.6943,V_plus_low_rate,23
0.0807,3.6800,V_plus_low_rate,22
0.0685,3.6728,V_plus_low_rate,21
0.0587,3.6692,V_plus_low_rate,20
0.0489,3.6657,V_plus_low_rate,19
0.0397,3.6585,V_plus_low_rate,18
0.0287,3.6585,V_plus_low_rate,17
0.0220,3.6549,V_plus_low_rate,16
0.0141,3.6549,V_plus_low_rate,15
0.0061,3.6513,V_plus_low_rate,14
0.0024,3.6406,V_plus_low_rate,13
-0.0012,3.6228,V_plus_low_rate,12
-0.0012,3.5658,V_plus_low_rate,11
-0.0024,3.5053,V_plus_low_rate,10
-0.0024,3.4306,V_plus_low_rate,9
-0.0024,3.3737,V_plus_low_rate,8
-0.0024,3.3167,V_plus_low_rate,7
-0.0024,3.2633,V_plus_low_rate,6
-0.0024,3.2064,V_plus_low_rate,5
-0.0024,3.1601,V_plus_low_rate,4
-0.0024,3.1139,V_plus_low_rate,3
-0.0024,3.0640,V_plus_low_rate,2
-0.0024,3.0036,V_plus_low_rate,1
